seed	V	N	B	n_invisible	
24	10	20	4	4	
24	20	0	9	11	
24	20	4	9	8	
24	20	8	9	8	
24	20	12	9	8	
24	20	16	9	8	
24	20	20	9	8	
24	20	24	9	8	
24	20	28	9	8	
24	20	32	9	8	
24	20	36	9	8	
24	20	40	9	8	
24	30	0	11	19	
24	30	6	11	15	
24	30	12	11	12	
24	30	18	11	12	
24	30	24	11	12	
24	30	30	11	12	
24	30	36	11	12	
24	30	42	11	12	
24	30	48	11	12	
24	30	54	11	12	
24	30	60	11	12	
24	40	0	8	32	
24	40	8	8	26	
24	40	16	8	25	
24	40	24	8	25	
24	40	32	8	25	
24	40	40	8	25	
24	40	48	8	24	
24	40	56	8	24	
24	40	64	8	24	
24	40	72	8	23	
24	40	80	8	22	
24	50	0	12	38	
24	50	10	12	30	
24	50	20	12	28	
24	50	30	12	27	
24	50	40	12	26	
24	50	50	12	25	
24	50	60	12	25	
24	50	70	12	25	
24	50	80	12	25	
24	50	90	12	23	
24	50	100	12	23	
24	60	0	7	53	
24	60	12	7	46	
24	60	24	7	41	
24	60	36	7	38	
24	60	48	7	38	
24	60	60	7	38	
24	60	72	7	38	
24	60	84	7	37	
24	60	96	7	36	
24	60	108	7	34	
24	60	120	7	33	
24	70	0	14	56	
24	70	14	14	38	
24	70	28	14	38	
24	70	42	14	36	
24	70	56	14	36	
24	70	70	14	35	
24	70	84	14	35	
24	70	98	14	35	
24	70	112	14	34	
24	70	126	14	34	
24	70	140	14	34	
24	80	0	14	66	
24	80	16	14	56	
24	80	32	14	49	
24	80	48	14	48	
24	80	64	14	46	
24	80	80	14	46	
24	80	96	14	43	
24	80	112	14	43	
24	80	128	14	42	
24	80	144	14	40	
24	80	160	14	40	
24	90	0	9	81	
24	90	18	9	66	
24	90	36	9	65	
24	90	54	9	61	
24	90	72	9	58	
24	90	90	9	56	
24	90	108	9	56	
24	90	126	9	56	
24	90	144	9	54	
24	90	162	9	53	
24	90	180	9	53	
24	100	0	11	89	
24	100	20	11	78	
24	100	40	11	70	
24	100	60	11	68	
24	100	80	11	67	
24	100	100	11	63	
24	100	120	11	61	
24	100	140	11	59	
24	100	160	11	59	
24	100	180	11	59	
24	100	200	11	59	
25	10	0	6	4	
25	10	2	6	3	
25	10	4	6	3	
25	10	6	6	3	
25	10	8	6	3	
25	10	10	6	3	
25	10	12	6	3	
25	10	14	6	3	
25	10	16	6	3	
25	10	18	6	3	
25	10	20	6	3	
25	20	0	6	14	
25	20	4	6	9	
25	20	8	6	8	
25	20	12	6	8	
25	20	16	6	8	
25	20	20	6	8	
25	20	24	6	8	
25	20	28	6	8	
25	20	32	6	8	
25	20	36	6	8	
25	20	40	6	8	
25	30	0	12	18	
25	30	6	12	14	
25	30	12	12	14	
25	30	18	12	14	
25	30	24	12	14	
25	30	30	12	14	
25	30	36	12	14	
25	30	42	12	14	
25	30	48	12	14	
25	30	54	12	14	
25	30	60	12	14	
25	40	0	11	29	
25	40	8	11	22	
25	40	16	11	22	
25	40	24	11	22	
25	40	32	11	21	
25	40	40	11	20	
25	40	48	11	20	
25	40	56	11	20	
25	40	64	11	19	
25	40	72	11	19	
25	40	80	11	19	
25	50	0	11	39	
25	50	10	11	34	
25	50	20	11	30	
25	50	30	11	29	
25	50	40	11	28	
25	50	50	11	28	
25	50	60	11	28	
25	50	70	11	28	
25	50	80	11	27	
25	50	90	11	26	
25	50	100	11	26	
25	60	0	13	47	
25	60	12	13	43	
25	60	24	13	42	
25	60	36	13	38	
25	60	48	13	36	
25	60	60	13	32	
25	60	72	13	32	
25	60	84	13	31	
25	60	96	13	31	
25	60	108	13	30	
25	60	120	13	30	
25	70	0	8	62	
25	70	14	8	51	
25	70	28	8	47	
25	70	42	8	45	
25	70	56	8	43	
25	70	70	8	42	
25	70	84	8	42	
25	70	98	8	40	
25	70	112	8	39	
25	70	126	8	38	
25	70	140	8	38	
25	80	0	12	68	
25	80	16	12	57	
25	80	32	12	52	
25	80	48	12	47	
25	80	64	12	48	
25	80	80	12	48	
25	80	96	12	48	
25	80	112	12	48	
25	80	128	12	45	
25	80	144	12	45	
25	80	160	12	45	
25	90	0	9	81	
25	90	18	9	61	
25	90	36	9	60	
25	90	54	9	55	
25	90	72	9	53	
25	90	90	9	53	
25	90	108	9	52	
25	90	126	9	51	
25	90	144	9	51	
25	90	162	9	49	
25	90	180	9	49	
25	100	0	14	86	
25	100	20	14	71	
25	100	40	14	65	
25	100	60	14	65	
25	100	80	14	62	
25	100	100	14	61	
25	100	120	14	61	
25	100	140	14	58	
25	100	160	14	56	
25	100	180	14	56	
25	100	200	14	52	
26	10	0	8	2	
26	10	2	8	2	
26	10	4	8	2	
26	10	6	8	2	
26	10	8	8	2	
26	10	10	8	2	
26	10	12	8	2	
26	10	14	8	2	
26	10	16	8	2	
26	10	18	8	2	
26	10	20	8	2	
26	20	0	8	12	
26	20	4	8	10	
26	20	8	8	8	
26	20	12	8	8	
26	20	16	8	8	
26	20	20	8	8	
26	20	24	8	8	
26	20	28	8	8	
26	20	32	8	8	
26	20	36	8	8	
26	20	40	8	8	
26	30	0	8	22	
26	30	6	8	18	
26	30	12	8	15	
26	30	18	8	15	
26	30	24	8	15	
26	30	30	8	14	
26	30	36	8	14	
26	30	42	8	14	
26	30	48	8	14	
26	30	54	8	14	
26	30	60	8	13	
26	40	0	10	30	
26	40	8	10	23	
26	40	16	10	22	
26	40	24	10	22	
26	40	32	10	22	
26	40	40	10	21	
26	40	48	10	21	
26	40	56	10	21	
26	40	64	10	19	
26	40	72	10	19	
26	40	80	10	19	
26	50	0	11	39	
26	50	10	11	33	
26	50	20	11	28	
26	50	30	11	28	
26	50	40	11	27	
26	50	50	11	27	
26	50	60	11	27	
26	50	70	11	25	
26	50	80	11	25	
26	50	90	11	24	
26	50	100	11	23	
26	60	0	12	48	
26	60	12	12	38	
26	60	24	12	37	
26	60	36	12	35	
26	60	48	12	33	
26	60	60	12	32	
26	60	72	12	32	
26	60	84	12	31	
26	60	96	12	32	
26	60	108	12	31	
26	60	120	12	31	
26	70	0	12	58	
26	70	14	12	47	
26	70	28	12	42	
26	70	42	12	39	
26	70	56	12	37	
26	70	70	12	36	
26	70	84	12	36	
26	70	98	12	36	
26	70	112	12	36	
26	70	126	12	36	
26	70	140	12	36	
26	80	0	13	67	
26	80	16	13	51	
26	80	32	13	47	
26	80	48	13	44	
26	80	64	13	44	
26	80	80	13	43	
26	80	96	13	43	
26	80	112	13	41	
26	80	128	13	41	
26	80	144	13	41	
26	80	160	13	40	
26	90	0	12	78	
26	90	18	12	62	
26	90	36	12	58	
26	90	54	12	55	
26	90	72	12	55	
26	90	90	12	54	
26	90	108	12	52	
26	90	126	12	51	
26	90	144	12	49	
26	90	162	12	49	
26	90	180	12	49	
26	100	0	16	84	
26	100	20	16	72	
26	100	40	16	62	
26	100	60	16	55	
26	100	80	16	53	
26	100	100	16	52	
26	100	120	16	51	
26	100	140	16	51	
26	100	160	16	50	
26	100	180	16	49	
26	100	200	16	49	
27	10	0	8	2	
27	10	2	8	2	
27	10	4	8	2	
27	10	6	8	2	
27	10	8	8	2	
27	10	10	8	2	
27	10	12	8	2	
27	10	14	8	2	
27	10	16	8	2	
27	10	18	8	2	
27	10	20	8	2	
27	20	0	7	13	
27	20	4	7	7	
27	20	8	7	7	
27	20	12	7	7	
27	20	16	7	7	
27	20	20	7	7	
27	20	24	7	7	
27	20	28	7	7	
27	20	32	7	7	
27	20	36	7	7	
27	20	40	7	7	
27	30	0	12	18	
27	30	6	12	17	
27	30	12	12	14	
27	30	18	12	12	
27	30	24	12	11	
27	30	30	12	11	
27	30	36	12	11	
27	30	42	12	11	
27	30	48	12	11	
27	30	54	12	11	
27	30	60	12	11	
27	40	0	11	29	
27	40	8	11	20	
27	40	16	11	17	
27	40	24	11	17	
27	40	32	11	16	
27	40	40	11	14	
27	40	48	11	14	
27	40	56	11	14	
27	40	64	11	14	
27	40	72	11	14	
27	40	80	11	14	
27	50	0	12	38	
27	50	10	12	30	
27	50	20	12	28	
27	50	30	12	26	
27	50	40	12	26	
27	50	50	12	26	
27	50	60	12	26	
27	50	70	12	26	
27	50	80	12	26	
27	50	90	12	25	
27	50	100	12	25	
27	60	0	13	47	
27	60	12	13	41	
27	60	24	13	40	
27	60	36	13	38	
27	60	48	13	38	
27	60	60	13	35	
27	60	72	13	35	
27	60	84	13	33	
27	60	96	13	33	
27	60	108	13	33	
27	60	120	13	33	
27	70	0	12	58	
27	70	14	12	52	
27	70	28	12	45	
27	70	42	12	41	
27	70	56	12	39	
27	70	70	12	36	
27	70	84	12	35	
27	70	98	12	35	
27	70	112	12	35	
27	70	126	12	35	
27	70	140	12	35	
27	80	0	10	70	
27	80	16	10	59	
27	80	32	10	59	
27	80	48	10	56	
27	80	64	10	49	
27	80	80	10	49	
27	80	96	10	48	
27	80	112	10	46	
27	80	128	10	46	
27	80	144	10	45	
27	80	160	10	45	
27	90	0	13	77	
27	90	18	13	63	
27	90	36	13	60	
27	90	54	13	58	
27	90	72	13	57	
27	90	90	13	57	
27	90	108	13	56	
27	90	126	13	52	
27	90	144	13	50	
27	90	162	13	50	
27	90	180	13	49	
27	100	0	14	86	
27	100	20	14	67	
27	100	40	14	65	
27	100	60	14	62	
27	100	80	14	62	
27	100	100	14	60	
27	100	120	14	59	
27	100	140	14	59	
27	100	160	14	58	
27	100	180	14	57	
27	100	200	14	57	
28	10	0	6	4	
28	10	2	6	3	
28	10	4	6	3	
28	10	6	6	3	
28	10	8	6	3	
28	10	10	6	3	
28	10	12	6	3	
28	10	14	6	3	
28	10	16	6	3	
28	10	18	6	3	
28	10	20	6	3	
28	20	0	10	10	
28	20	4	10	9	
28	20	8	10	9	
28	20	12	10	7	
28	20	16	10	7	
28	20	20	10	7	
28	20	24	10	7	
28	20	28	10	6	
28	20	32	10	6	
28	20	36	10	6	
28	20	40	10	6	
28	30	0	10	20	
28	30	6	10	15	
28	30	12	10	13	
28	30	18	10	13	
28	30	24	10	13	
28	30	30	10	13	
28	30	36	10	13	
28	30	42	10	13	
28	30	48	10	13	
28	30	54	10	13	
28	30	60	10	13	
28	40	0	13	27	
28	40	8	13	21	
28	40	16	13	21	
28	40	24	13	19	
28	40	32	13	18	
28	40	40	13	18	
28	40	48	13	18	
28	40	56	13	18	
28	40	64	13	18	
28	40	72	13	18	
28	40	80	13	18	
28	50	0	12	38	
28	50	10	12	34	
28	50	20	12	32	
28	50	30	12	29	
28	50	40	12	27	
28	50	50	12	27	
28	50	60	12	27	
28	50	70	12	27	
28	50	80	12	27	
28	50	90	12	28	
28	50	100	12	27	
28	60	0	11	49	
28	60	12	11	42	
28	60	24	11	40	
28	60	36	11	39	
28	60	48	11	35	
28	60	60	11	34	
28	60	72	11	34	
28	60	84	11	33	
28	60	96	11	32	
28	60	108	11	30	
28	60	120	11	30	
28	70	0	13	57	
28	70	14	13	45	
28	70	28	13	42	
28	70	42	13	39	
28	70	56	13	39	
28	70	70	13	39	
28	70	84	13	38	
28	70	98	13	37	
28	70	112	13	37	
28	70	126	13	37	
28	70	140	13	37	
28	80	0	12	68	
28	80	16	12	56	
28	80	32	12	55	
28	80	48	12	50	
28	80	64	12	43	
28	80	80	12	43	
28	80	96	12	43	
28	80	112	12	42	
28	80	128	12	42	
28	80	144	12	42	
28	80	160	12	42	
28	90	0	11	79	
28	90	18	11	64	
28	90	36	11	55	
28	90	54	11	55	
28	90	72	11	53	
28	90	90	11	53	
28	90	108	11	53	
28	90	126	11	53	
28	90	144	11	53	
28	90	162	11	52	
28	90	180	11	52	
28	100	0	13	87	
28	100	20	13	75	
28	100	40	13	69	
28	100	60	13	59	
28	100	80	13	58	
28	100	100	13	58	
28	100	120	13	57	
28	100	140	13	57	
28	100	160	13	57	
28	100	180	13	57	
28	100	200	13	57	
29	10	0	5	5	
29	10	2	5	5	
29	10	4	5	5	
29	10	6	5	4	
29	10	8	5	4	
29	10	10	5	4	
29	10	12	5	4	
29	10	14	5	3	
29	10	16	5	3	
29	10	18	5	3	
29	10	20	5	3	
29	20	0	8	12	
29	20	4	8	11	
29	20	8	8	10	
29	20	12	8	10	
29	20	16	8	10	
29	20	20	8	10	
29	20	24	8	10	
29	20	28	8	10	
29	20	32	8	10	
29	20	36	8	10	
29	20	40	8	10	
29	30	0	9	21	
29	30	6	9	16	
29	30	12	9	14	
29	30	18	9	14	
29	30	24	9	14	
29	30	30	9	14	
29	30	36	9	14	
29	30	42	9	14	
29	30	48	9	14	
29	30	54	9	14	
29	30	60	9	14	
29	40	0	12	28	
29	40	8	12	19	
29	40	16	12	19	
29	40	24	12	18	
29	40	32	12	18	
29	40	40	12	18	
29	40	48	12	18	
29	40	56	12	18	
29	40	64	12	18	
29	40	72	12	18	
29	40	80	12	18	
29	50	0	12	38	
29	50	10	12	34	
29	50	20	12	27	
29	50	30	12	26	
29	50	40	12	26	
29	50	50	12	25	
29	50	60	12	24	
29	50	70	12	23	
29	50	80	12	22	
29	50	90	12	22	
29	50	100	12	22	
29	60	0	12	48	
29	60	12	12	38	
29	60	24	12	38	
29	60	36	12	38	
29	60	48	12	38	
29	60	60	12	37	
29	60	72	12	34	
29	60	84	12	32	
29	60	96	12	32	
29	60	108	12	32	
29	60	120	12	32	
29	70	0	10	60	
29	70	14	10	49	
29	70	28	10	45	
29	70	42	10	44	
29	70	56	10	42	
29	70	70	10	39	
29	70	84	10	39	
29	70	98	10	39	
29	70	112	10	39	
29	70	126	10	39	
29	70	140	10	39	
29	80	0	15	65	
29	80	16	15	53	
29	80	32	15	49	
29	80	48	15	44	
29	80	64	15	44	
29	80	80	15	42	
29	80	96	15	42	
29	80	112	15	42	
29	80	128	15	41	
29	80	144	15	40	
29	80	160	15	40	
29	90	0	17	73	
29	90	18	17	60	
29	90	36	17	60	
29	90	54	17	50	
29	90	72	17	49	
29	90	90	17	49	
29	90	108	17	47	
29	90	126	17	47	
29	90	144	17	47	
29	90	162	17	47	
29	90	180	17	47	
29	100	0	12	88	
29	100	20	12	73	
29	100	40	12	66	
29	100	60	12	66	
29	100	80	12	60	
29	100	100	12	58	
29	100	120	12	57	
29	100	140	12	57	
29	100	160	12	56	
29	100	180	12	56	
29	100	200	12	55	
30	10	0	6	4	
30	10	2	6	3	
30	10	4	6	3	
30	10	6	6	3	
30	10	8	6	3	
30	10	10	6	3	
30	10	12	6	3	
30	10	14	6	3	
30	10	16	6	3	
30	10	18	6	3	
30	10	20	6	3	
30	20	0	7	13	
30	20	4	7	11	
30	20	8	7	11	
30	20	12	7	10	
30	20	16	7	10	
30	20	20	7	10	
30	20	24	7	9	
30	20	28	7	9	
30	20	32	7	8	
30	20	36	7	8	
30	20	40	7	8	
30	30	0	8	22	
30	30	6	8	17	
30	30	12	8	15	
30	30	18	8	15	
30	30	24	8	15	
30	30	30	8	15	
30	30	36	8	15	
30	30	42	8	15	
30	30	48	8	15	
30	30	54	8	15	
30	30	60	8	14	
30	40	0	8	32	
30	40	8	8	21	
30	40	16	8	18	
30	40	24	8	18	
30	40	32	8	17	
30	40	40	8	17	
30	40	48	8	16	
30	40	56	8	16	
30	40	64	8	16	
30	40	72	8	15	
30	40	80	8	15	
30	50	0	10	40	
30	50	10	10	35	
30	50	20	10	33	
30	50	30	10	32	
30	50	40	10	31	
30	50	50	10	30	
30	50	60	10	30	
30	50	70	10	30	
30	50	80	10	30	
30	50	90	10	30	
30	50	100	10	30	
30	60	0	9	51	
30	60	12	9	41	
30	60	24	9	40	
30	60	36	9	36	
30	60	48	9	35	
30	60	60	9	35	
30	60	72	9	33	
30	60	84	9	33	
30	60	96	9	33	
30	60	108	9	33	
30	60	120	9	33	
30	70	0	13	57	
30	70	14	13	46	
30	70	28	13	46	
30	70	42	13	46	
30	70	56	13	43	
30	70	70	13	42	
30	70	84	13	42	
30	70	98	13	42	
30	70	112	13	41	
30	70	126	13	40	
30	70	140	13	39	
30	80	0	11	69	
30	80	16	11	56	
30	80	32	11	51	
30	80	48	11	51	
30	80	64	11	47	
30	80	80	11	47	
30	80	96	11	46	
30	80	112	11	45	
30	80	128	11	45	
30	80	144	11	45	
30	80	160	11	45	
30	90	0	14	76	
30	90	18	14	65	
30	90	36	14	58	
30	90	54	14	54	
30	90	72	14	53	
30	90	90	14	52	
30	90	108	14	50	
30	90	126	14	48	
30	90	144	14	47	
30	90	162	14	47	
30	90	180	14	47	
30	100	0	14	86	
30	100	20	14	70	
30	100	40	14	64	
30	100	60	14	61	
30	100	80	14	59	
30	100	100	14	56	
30	100	120	14	56	
30	100	140	14	54	
30	100	160	14	53	
30	100	180	14	52	
30	100	200	14	51	
31	10	0	5	5	
31	10	2	5	5	
31	10	4	5	4	
31	10	6	5	4	
31	10	8	5	4	
31	10	10	5	4	
31	10	12	5	4	
31	10	14	5	4	
31	10	16	5	4	
31	10	18	5	4	
31	10	20	5	4	
31	20	0	6	14	
31	20	4	6	12	
31	20	8	6	11	
31	20	12	6	11	
31	20	16	6	11	
31	20	20	6	11	
31	20	24	6	11	
31	20	28	6	11	
31	20	32	6	11	
31	20	36	6	11	
31	20	40	6	11	
31	30	0	14	16	
31	30	6	14	13	
31	30	12	14	12	
31	30	18	14	12	
31	30	24	14	12	
31	30	30	14	12	
31	30	36	14	12	
31	30	42	14	12	
31	30	48	14	12	
31	30	54	14	12	
31	30	60	14	12	
31	40	0	10	30	
31	40	8	10	22	
31	40	16	10	20	
31	40	24	10	18	
31	40	32	10	18	
31	40	40	10	15	
31	40	48	10	15	
31	40	56	10	14	
31	40	64	10	14	
31	40	72	10	14	
31	40	80	10	14	
31	50	0	11	39	
31	50	10	11	31	
31	50	20	11	28	
31	50	30	11	27	
31	50	40	11	27	
31	50	50	11	27	
31	50	60	11	27	
31	50	70	11	27	
31	50	80	11	26	
31	50	90	11	26	
31	50	100	11	25	
31	60	0	12	48	
31	60	12	12	38	
31	60	24	12	34	
31	60	36	12	34	
31	60	48	12	34	
31	60	60	12	33	
31	60	72	12	33	
31	60	84	12	33	
31	60	96	12	33	
31	60	108	12	33	
31	60	120	12	33	
31	70	0	12	58	
31	70	14	12	52	
31	70	28	12	48	
31	70	42	12	41	
31	70	56	12	37	
31	70	70	12	36	
31	70	84	12	36	
31	70	98	12	36	
31	70	112	12	35	
31	70	126	12	34	
31	70	140	12	35	
31	80	0	13	67	
31	80	16	13	53	
31	80	32	13	51	
31	80	48	13	49	
31	80	64	13	48	
31	80	80	13	43	
31	80	96	13	43	
31	80	112	13	43	
31	80	128	13	43	
31	80	144	13	42	
31	80	160	13	42	
31	90	0	12	78	
31	90	18	12	62	
31	90	36	12	60	
31	90	54	12	59	
31	90	72	12	59	
31	90	90	12	56	
31	90	108	12	52	
31	90	126	12	52	
31	90	144	12	52	
31	90	162	12	52	
31	90	180	12	50	
31	100	0	11	89	
31	100	20	11	72	
31	100	40	11	67	
31	100	60	11	65	
31	100	80	11	64	
31	100	100	11	62	
31	100	120	11	60	
31	100	140	11	60	
31	100	160	11	60	
31	100	180	11	60	
31	100	200	11	59	
32	10	0	5	5	
32	10	2	5	5	
32	10	4	5	5	
32	10	6	5	5	
32	10	8	5	4	
32	10	10	5	4	
32	10	12	5	4	
32	10	14	5	4	
32	10	16	5	4	
32	10	18	5	4	
32	10	20	5	3	
32	20	0	6	14	
32	20	4	6	11	
32	20	8	6	10	
32	20	12	6	10	
32	20	16	6	10	
32	20	20	6	10	
32	20	24	6	10	
32	20	28	6	10	
32	20	32	6	10	
32	20	36	6	10	
32	20	40	6	10	
32	30	0	8	22	
32	30	6	8	17	
32	30	12	8	15	
32	30	18	8	15	
32	30	24	8	14	
32	30	30	8	13	
32	30	36	8	13	
32	30	42	8	13	
32	30	48	8	13	
32	30	54	8	13	
32	30	60	8	13	
32	40	0	11	29	
32	40	8	11	23	
32	40	16	11	22	
32	40	24	11	21	
32	40	32	11	21	
32	40	40	11	21	
32	40	48	11	21	
32	40	56	11	21	
32	40	64	11	20	
32	40	72	11	20	
32	40	80	11	20	
32	50	0	12	38	
32	50	10	12	33	
32	50	20	12	32	
32	50	30	12	30	
32	50	40	12	29	
32	50	50	12	29	
32	50	60	12	29	
32	50	70	12	29	
32	50	80	12	28	
32	50	90	12	28	
32	50	100	12	28	
32	60	0	14	46	
32	60	12	14	32	
32	60	24	14	28	
32	60	36	14	28	
32	60	48	14	27	
32	60	60	14	27	
32	60	72	14	27	
32	60	84	14	27	
32	60	96	14	27	
32	60	108	14	25	
32	60	120	14	25	
32	70	0	14	56	
32	70	14	14	46	
32	70	28	14	42	
32	70	42	14	41	
32	70	56	14	40	
32	70	70	14	40	
32	70	84	14	40	
32	70	98	14	40	
32	70	112	14	40	
32	70	126	14	40	
32	70	140	14	40	
32	80	0	15	65	
32	80	16	15	50	
32	80	32	15	47	
32	80	48	15	42	
32	80	64	15	42	
32	80	80	15	41	
32	80	96	15	41	
32	80	112	15	41	
32	80	128	15	41	
32	80	144	15	41	
32	80	160	15	41	
32	90	0	12	78	
32	90	18	12	68	
32	90	36	12	61	
32	90	54	12	61	
32	90	72	12	61	
32	90	90	12	60	
32	90	108	12	60	
32	90	126	12	60	
32	90	144	12	57	
32	90	162	12	57	
32	90	180	12	53	
32	100	0	18	82	
32	100	20	18	64	
32	100	40	18	62	
32	100	60	18	57	
32	100	80	18	53	
32	100	100	18	52	
32	100	120	18	49	
32	100	140	18	49	
32	100	160	18	49	
32	100	180	18	49	
32	100	200	18	48	
33	10	0	5	5	
33	10	2	5	4	
33	10	4	5	4	
33	10	6	5	4	
33	10	8	5	4	
33	10	10	5	4	
33	10	12	5	4	
33	10	14	5	4	
33	10	16	5	4	
33	10	18	5	4	
33	10	20	5	4	
33	20	0	8	12	
33	20	4	8	11	
33	20	8	8	10	
33	20	12	8	9	
33	20	16	8	9	
33	20	20	8	9	
33	20	24	8	9	
33	20	28	8	8	
33	20	32	8	8	
33	20	36	8	8	
33	20	40	8	8	
33	30	0	9	21	
33	30	6	9	17	
33	30	12	9	16	
33	30	18	9	14	
33	30	24	9	14	
33	30	30	9	14	
33	30	36	9	14	
33	30	42	9	14	
33	30	48	9	14	
33	30	54	9	14	
33	30	60	9	14	
33	40	0	12	28	
33	40	8	12	21	
33	40	16	12	21	
33	40	24	12	19	
33	40	32	12	19	
33	40	40	12	19	
33	40	48	12	18	
33	40	56	12	18	
33	40	64	12	18	
33	40	72	12	18	
33	40	80	12	18	
33	50	0	12	38	
33	50	10	12	29	
33	50	20	12	26	
33	50	30	12	26	
33	50	40	12	26	
33	50	50	12	25	
33	50	60	12	25	
33	50	70	12	24	
33	50	80	12	24	
33	50	90	12	24	
33	50	100	12	23	
33	60	0	13	47	
33	60	12	13	34	
33	60	24	13	33	
33	60	36	13	31	
33	60	48	13	27	
33	60	60	13	27	
33	60	72	13	27	
33	60	84	13	26	
33	60	96	13	26	
33	60	108	13	26	
33	60	120	13	26	
33	70	0	14	56	
33	70	14	14	44	
33	70	28	14	43	
33	70	42	14	41	
33	70	56	14	40	
33	70	70	14	39	
33	70	84	14	39	
33	70	98	14	39	
33	70	112	14	39	
33	70	126	14	39	
33	70	140	14	39	
33	80	0	14	66	
33	80	16	14	57	
33	80	32	14	56	
33	80	48	14	52	
33	80	64	14	51	
33	80	80	14	49	
33	80	96	14	49	
33	80	112	14	49	
33	80	128	14	49	
33	80	144	14	46	
33	80	160	14	46	
33	90	0	14	76	
33	90	18	14	68	
33	90	36	14	63	
33	90	54	14	60	
33	90	72	14	54	
33	90	90	14	52	
33	90	108	14	52	
33	90	126	14	51	
33	90	144	14	51	
33	90	162	14	50	
33	90	180	14	50	
33	100	0	10	90	
33	100	20	10	78	
33	100	40	10	72	
33	100	60	10	69	
33	100	80	10	65	
33	100	100	10	63	
33	100	120	10	60	
33	100	140	10	57	
33	100	160	10	56	
33	100	180	10	55	
33	100	200	10	55	
34	10	0	5	5	
34	10	2	5	3	
34	10	4	5	3	
34	10	6	5	2	
34	10	8	5	2	
34	10	10	5	2	
34	10	12	5	2	
34	10	14	5	2	
34	10	16	5	2	
34	10	18	5	2	
34	10	20	5	2	
34	20	0	8	12	
34	20	4	8	11	
34	20	8	8	11	
34	20	12	8	10	
34	20	16	8	10	
34	20	20	8	10	
34	20	24	8	10	
34	20	28	8	10	
34	20	32	8	10	
34	20	36	8	10	
34	20	40	8	10	
34	30	0	8	22	
34	30	6	8	18	
34	30	12	8	15	
34	30	18	8	15	
34	30	24	8	15	
34	30	30	8	15	
34	30	36	8	15	
34	30	42	8	14	
34	30	48	8	14	
34	30	54	8	14	
34	30	60	8	14	
34	40	0	12	28	
34	40	8	12	22	
34	40	16	12	22	
34	40	24	12	21	
34	40	32	12	21	
34	40	40	12	21	
34	40	48	12	20	
34	40	56	12	20	
34	40	64	12	19	
34	40	72	12	19	
34	40	80	12	19	
34	50	0	10	40	
34	50	10	10	35	
34	50	20	10	30	
34	50	30	10	30	
34	50	40	10	30	
34	50	50	10	28	
34	50	60	10	28	
34	50	70	10	28	
34	50	80	10	28	
34	50	90	10	28	
34	50	100	10	28	
34	60	0	12	48	
34	60	12	12	41	
34	60	24	12	38	
34	60	36	12	36	
34	60	48	12	36	
34	60	60	12	34	
34	60	72	12	34	
34	60	84	12	33	
34	60	96	12	33	
34	60	108	12	33	
34	60	120	12	33	
34	70	0	14	56	
34	70	14	14	44	
34	70	28	14	42	
34	70	42	14	41	
34	70	56	14	38	
34	70	70	14	38	
34	70	84	14	38	
34	70	98	14	38	
34	70	112	14	38	
34	70	126	14	38	
34	70	140	14	38	
34	80	0	13	67	
34	80	16	13	59	
34	80	32	13	56	
34	80	48	13	52	
34	80	64	13	51	
34	80	80	13	47	
34	80	96	13	47	
34	80	112	13	47	
34	80	128	13	47	
34	80	144	13	46	
34	80	160	13	46	
34	90	0	13	77	
34	90	18	13	64	
34	90	36	13	59	
34	90	54	13	57	
34	90	72	13	55	
34	90	90	13	52	
34	90	108	13	51	
34	90	126	13	50	
34	90	144	13	49	
34	90	162	13	47	
34	90	180	13	47	
34	100	0	15	85	
34	100	20	15	72	
34	100	40	15	66	
34	100	60	15	64	
34	100	80	15	62	
34	100	100	15	60	
34	100	120	15	60	
34	100	140	15	59	
34	100	160	15	59	
34	100	180	15	56	
34	100	200	15	56	
35	10	0	6	4	
35	10	2	6	3	
35	10	4	6	2	
35	10	6	6	2	
35	10	8	6	2	
35	10	10	6	2	
35	10	12	6	2	
35	10	14	6	2	
35	10	16	6	2	
35	10	18	6	2	
35	10	20	6	2	
35	20	0	7	13	
35	20	4	7	9	
35	20	8	7	9	
35	20	12	7	9	
35	20	16	7	8	
35	20	20	7	8	
35	20	24	7	8	
35	20	28	7	8	
35	20	32	7	8	
35	20	36	7	8	
35	20	40	7	8	
35	30	0	7	23	
35	30	6	7	18	
35	30	12	7	18	
35	30	18	7	16	
35	30	24	7	16	
35	30	30	7	14	
35	30	36	7	14	
35	30	42	7	14	
35	30	48	7	14	
35	30	54	7	14	
35	30	60	7	14	
35	40	0	9	31	
35	40	8	9	24	
35	40	16	9	23	
35	40	24	9	23	
35	40	32	9	22	
35	40	40	9	20	
35	40	48	9	19	
35	40	56	9	18	
35	40	64	9	18	
35	40	72	9	18	
35	40	80	9	18	
35	50	0	11	39	
35	50	10	11	30	
35	50	20	11	28	
35	50	30	11	26	
35	50	40	11	26	
35	50	50	11	26	
35	50	60	11	26	
35	50	70	11	26	
35	50	80	11	26	
35	50	90	11	26	
35	50	100	11	25	
35	60	0	14	46	
35	60	12	14	32	
35	60	24	14	30	
35	60	36	14	27	
35	60	48	14	27	
35	60	60	14	27	
35	60	72	14	27	
35	60	84	14	27	
35	60	96	14	26	
35	60	108	14	26	
35	60	120	14	26	
35	70	0	16	54	
35	70	14	16	40	
35	70	28	16	39	
35	70	42	16	39	
35	70	56	16	38	
